1调查地区,2年龄,3性别,4户口,5职业状况,6身体健康状况,7A ,7B ,7C ,7D,7E,7F ,7G ,7H,8worry_risk,9A,9B ,9C ,9D ,9E ,9F,9G,9H ,9I ,9J ,商业医疗保险,商业医疗保险购买条件,商业医疗保险不考虑,商业护理保险,护理保险购买条件,护理保险不考虑购买商业护理保险，主要原因,商业重大疾病保险,疾病保险保险产品购买条件,重大疾病不考虑购买原因,税前总收入
天津,42,1,1,1,1,1,1,0,1,1,1,1,1,:,1,0,0,0,1,1,0,0,0,0,1,(????ω????),-3,1,~\(≧▽≦)/~,-3,1,(?_?),-3,1
湖南,45,1,2,1,2,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,31,1,1,8,3,0,1,0,0,0,0,1,0,希望自己老有所依 能够身体健康,0,0,0,0,0,0,0,0,1,0,2,-3,周围的朋友没有买这种商业医疗保险,2,-3,周围不存在这些保险 不太了解,2,-3,我觉得花30万在这个上面不太值得 作为一个农村长大的孩子,4
山东,32,1,1,6,2,0,0,0,0,0,1,1,0,收入，居住环境，家庭关系,1,0,0,1,0,0,1,0,0,0,2,-3,对它没有信任度,2,-3,没有信任度,2,-3,没有信任度,2
湖南,35,1,3,2,2,1,0,0,1,0,1,1,0,因为工作而产生的身体故障,0,0,0,0,1,0,0,0,0,0,1,足够安全,-3,1,安全性强,-3,1,安全性强,-3,3
湖南,42,1,1,5,1,1,0,0,0,0,0,0,0,收入不行,1,0,0,0,0,1,1,0,0,0,2,-3,哪有钱啊,2,-3,没钱呦,2,-3,有病就死,1
重庆,32,2,1,8,3,1,0,0,0,1,0,0,0,居住环境越来越差，雾霾等空气问题,1,0,0,0,1,0,0,0,0,0,2,-3,我相信以我的能力可以支付我生病的费用,2,-3,时间太长,2,-3,15年太长,4
湖南,46,1,1,2,3,1,0,0,0,0,1,0,0,害怕失去自理能力,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没这个经济,2,-3,没这个经济,3
重庆,35,2,1,4,2,1,1,1,1,1,1,1,0,心理情绪，疾病，自理活动能力下降,1,0,1,0,1,0,0,0,0,0,2,-3,不太相信,1,以防万一,-3,1,现在不清楚，以后再看,-3,3
湖南,35,1,1,1,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,30,1,1,1,2,1,0,0,0,0,0,1,0,疾病 担心身体突然出现大问题,1,0,0,0,1,1,0,0,0,0,2,-3,可能骗人,1,有保障吧,-3,2,-3,条件有限,2
湖南,42,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,41,2,4,2,3,0,1,0,0,0,0,0,0,收入不稳定,0,0,0,0,1,0,1,0,0,0,2,-3,我不会患病,2,-3,我的子女很行,2,-3,我不会生病,2
湖南,35,1,1,1,2,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,40,1,2,1,2,0,1,0,1,0,1,1,0,老人得癌症等症状,0,1,0,1,0,1,0,0,0,0,1,安全性问题,-3,1,安全性强,-3,1,安全性强,-3,4
上海,45,1,2,1,3,1,0,0,0,1,1,0,0,家庭关系不稳定,0,1,1,1,0,0,0,0,0,0,2,-3,未来一年身体不会有重大疾病,1,能够保障老年人生活自理,-3,1,产品信用高,-3,7
湖南,30,1,1,1,2,1,1,0,0,0,1,1,0,开销,1,0,0,0,0,0,0,0,0,0,2,-3,身体健康,2,-3,身体健康,2,-3,身体健康,2
湖南,52,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,4
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,32,1,1,5,3,0,1,0,0,1,0,0,0,自理下降，怕耽误孩子们工作,1,0,0,0,0,1,1,0,0,0,2,-3,一年太短,1,提供服务,-3,2,-3,时间太长，得不偿失,7
重庆,35,2,1,2,2,0,0,0,0,1,0,1,0,开销太多,1,0,0,1,0,0,0,0,0,0,2,-3,太贵了,2,-3,太贵,2,-3,不需要,1
湖南,51,1,1,5,4,1,0,0,1,1,0,0,0,疾病，自理活动能力下降,0,0,0,0,0,1,1,0,0,0,2,-3,经济负担重,2,-3,经济负担太重,2,-3,经济负担不起,1
湖南,54,1,1,1,1,0,0,1,0,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,35,2,2,2,1,0,0,0,0,0,1,1,0,收入不够支付医药费,1,0,0,1,0,0,0,0,0,0,2,-3,时间短,1,保障时间长,-3,1,安全性,-3,3
湖南,35,1,1,2,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,36,1,1,5,3,1,0,0,0,0,0,0,0,收入低，开销大，容易生病。,1,0,0,0,0,0,0,0,0,0,1,效果好，便宜,-3,1,效果好，便宜点,-3,1,效果好，便宜点,-3,1
湖南,53,1,1,1,1,0,0,1,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,55,1,1,2,3,1,1,0,1,1,0,0,0,收入，疾病，家庭关系,1,1,0,1,0,0,0,0,0,0,2,-3,不想买，差钱,1,后续补偿足够    前期缴费能够承担,-3,2,-3,不想买太多,1
湖南,35,1,1,2,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,30,1,2,1,1,0,1,0,1,0,0,0,0,收入 居住环境,1,1,1,0,0,0,0,0,0,0,1,方便 快捷,-3,1,服务到位   安全,-3,2,-3,时间长 价格高,3
重庆,35,2,1,1,1,1,1,0,0,0,0,0,0,心理情绪，疾病，自理能力下降,1,1,1,0,0,0,0,0,0,0,1,安全，作用大,-3,1,安全，作用大,-3,1,安全,-3,4
湖南,35,2,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,57,1,1,2,1,0,1,0,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,45,1,2,2,4,1,1,1,1,0,0,0,0,自理能力不够,0,0,0,1,0,0,0,0,0,0,2,-3,时间太短,2,-3,时间太长,2,-3,不够安全,4
湖南,46,1,1,5,3,1,0,0,0,1,1,0,0,经济条件不好,0,0,0,0,0,0,1,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,55,2,2,2,3,0,1,1,0,0,0,0,0,生活不能自理,1,0,0,0,1,0,0,0,0,0,2,-3,我不会生病,2,-3,我会在年轻的时候注意锻炼身体,2,-3,我不会生病,3
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,50,1,2,4,5,0,1,0,0,0,0,1,0,老年痴呆与体力下降,1,1,1,1,0,0,0,0,0,0,2,-3,不需要，有钱,1,有人照顾。出行方便，能吃饱，享受生活,-3,2,-3,有钱,6
湖南,56,1,2,1,5,0,0,1,0,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,32,1,1,4,2,1,0,1,0,0,1,0,0,收入，居住环境，家庭关系。如果它们得不到保障，感觉日子会很苦闷。,1,0,0,0,1,0,1,0,0,0,2,-3,没有信誉度，不懂，周围人没买。,2,-3,没有信誉度，不懂，周围人没买。,2,-3,没有信誉度，不懂，周围人没买。,2
湖南,41,1,2,1,2,1,0,0,1,0,0,0,0,疾病，劳神伤财,1,0,1,0,0,0,0,0,0,0,2,-3,实效太短,1,护理服务和生活帮助,-3,2,-3,钱太少,6
湖南,59,2,4,2,2,0,0,0,1,1,0,0,0,疾病问题,1,0,0,0,0,0,0,0,0,0,1,安全性强,-3,1,足够安全,-3,2,-3,时间太长,3
湖南,35,1,1,1,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,59,2,2,4,3,0,0,1,1,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,44,2,1,2,3,0,0,1,0,0,0,0,0,害怕失去自理能力,1,0,0,0,0,0,1,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,31,2,2,2,1,1,1,0,0,1,1,1,0,疾病，开销,1,0,1,0,0,0,0,0,0,0,1,价格适中,-3,2,-3,时间太长,2,-3,时间太长,3
山东,44,1,3,1,1,0,0,0,0,0,0,1,0,收入和疾病,1,1,1,0,0,0,0,0,0,0,2,-3,年限太短,1,价格符合要求，年限稍长,-3,2,-3,这样的肯定价格不菲,2
湖南,42,2,1,1,1,1,1,0,0,1,0,0,0,家庭关系。,1,0,0,1,0,0,1,0,0,0,2,-3,怕受骗。,2,-3,不安全,1,不了解,-3,1
湖南,47,1,1,1,3,1,1,0,1,1,1,1,0,心里情绪疾病,1,0,0,1,0,1,0,0,0,0,1,报销看病费用比例较大,-3,1,护理服务费用较大,-3,1,报销费用比例较大,-3,4
重庆,36,2,1,4,2,0,0,0,0,0,1,1,0,老来多病子女太忙,1,0,1,1,1,0,0,0,0,0,1,至少报销百分之80以上，报销时间为一周内，疾病种类齐全,-3,2,-3,资金关系。不会有生活不能自理的情况,2,-3,资金关系。报销金额少.费用高,3
湖南,36,1,4,2,2,1,0,1,0,0,0,0,0,压力大，心里崩溃,1,0,0,1,0,0,0,0,0,0,2,-3,我不会生病,1,给自己留条后路,-3,1,给自己留条后路,-3,5
湖南,33,2,1,6,2,1,0,0,0,0,0,0,0,疾病，会让家人担心也会带来巨大经济负担,1,0,0,0,0,0,0,0,0,0,2,-3,一年时间太短,1,养老和医疗,-3,2,-3,交钱时间太长,4
湖南,38,1,1,2,3,0,0,0,0,0,1,0,0,害怕失去自理能力经济条件不好,1,0,0,0,0,0,0,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
重庆,42,1,1,2,3,1,0,0,1,1,1,1,0,开销：上有老下有小，开销太大,1,0,0,0,0,0,1,0,0,0,1,价格实惠 条件合理,-3,1,价格实惠 条件合适,-3,1,缴费年载短 保险金额合理,-3,3
湖南,32,1,3,3,3,1,0,0,0,0,1,1,0,活动能力下降,1,1,0,0,0,0,0,0,0,0,1,价格适中,-3,2,-3,时间太长,2,-3,太贵,2
天津,35,1,1,1,1,0,0,0,0,0,0,1,0,没有,1,0,0,0,0,0,0,0,0,0,1,没有,-3,1,没有,-3,1,没有,-3,1
湖南,46,1,2,3,2,0,1,0,0,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,1,可靠,-3,1,可靠,-3,2,-3,不靠谱,1
湖南,47,1,1,1,3,1,1,0,1,1,1,1,0,疾病,1,0,0,1,0,1,0,0,0,0,1,报销比例较大,-3,1,报销比例较大,-3,1,报销比例较大,-3,4
重庆,33,1,2,8,1,1,0,0,0,0,0,0,0,。,1,0,0,0,0,0,0,0,0,0,1,。,-3,1,。,-3,1,。,-3,1
湖南,39,1,3,6,1,1,1,1,1,1,1,1,0,没有人送终,0,0,0,0,0,0,0,0,1,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,46,1,3,2,3,0,1,0,1,0,0,0,0,疾病缠身,1,0,0,1,0,0,0,0,0,0,2,-3,未来一年我不会生病,1,足够金钱,-3,1,给自己留条后路,-3,5
重庆,30,2,3,3,2,1,0,0,0,0,0,0,0,疾病自理能力,1,0,0,0,1,0,0,0,0,0,2,-3,有医疗保险,1,有一定经济补助，有一定娱乐关爱。,-3,1,保险门槛低，保险金额高。,-3,3
湖南,37,1,1,2,3,1,0,0,0,1,1,0,0,害怕失去自理能力,1,0,0,0,0,0,1,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,33,2,4,4,4,1,0,0,0,1,0,0,0,疾病,1,0,0,1,0,0,0,0,0,0,1,价格适中,-3,2,-3,太长,2,-3,太贵,3
湖南,56,2,2,6,2,1,0,0,0,0,1,1,0,疾病，自理能力,1,0,0,0,0,0,1,0,0,0,1,报销大部分费用，意外死亡可以提供抚恤金,-3,2,-3,我不担心这个,2,-3,时间长，怕浪费,5
湖南,35,1,2,2,3,0,1,0,0,0,1,1,0,疾病问题,0,0,0,0,0,0,0,0,1,0,1,安全性,-3,1,安全性强,-3,1,安全性强,-3,4
湖南,35,1,1,5,3,1,0,0,0,1,1,1,0,生活收入来源不足,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,43,1,1,2,3,0,0,0,1,0,0,0,0,收入,1,0,0,1,0,0,0,0,0,0,2,-3,不想买,2,-3,没必要,2,-3,负担不起,2
山东,30,2,3,2,2,0,1,0,0,0,0,0,0,不养老,1,0,0,1,0,0,1,0,0,0,1,有回报,-3,1,钱不要太多,-3,1,钱不要太多,-3,3
山东,35,2,2,4,3,0,1,0,0,0,0,0,0,疾病吧,0,0,0,0,0,0,1,0,0,0,1,优惠的,-3,2,-3,太贵了,2,-3,太贵了买不起,1
湖南,36,1,1,1,1,0,1,0,1,0,1,1,0,家庭关系,1,1,1,0,0,0,0,0,0,0,1,价格适中,-3,1,价格适中，服务周到,-3,2,-3,太贵,4
湖南,55,1,5,3,2,1,0,1,0,0,0,0,0,生活不能自理,0,0,1,1,0,1,0,0,0,0,2,-3,未来一年我不会生病,1,生活不能自理之后会提供照理服务,-3,1,为自己留条后路,-3,3
湖南,47,1,2,1,1,0,1,1,1,1,1,1,0,疾病，自理,0,0,0,0,0,0,0,1,0,0,2,-3,一年太短,2,-3,15年太长,2,-3,我健康,3
山东,30,2,1,6,1,1,1,0,1,1,0,1,0,家庭关系紧张养老有隐患居住环境空气质量问题,1,0,1,1,1,0,0,0,0,0,2,-3,有诈骗风险，费用高，可控性不强,1,保证质量，风险可控,-3,2,-3,有风险,4
重庆,55,1,2,3,1,0,0,0,1,0,0,1,0,自理或活动能力下降,1,0,0,0,0,1,0,0,0,0,2,-3,怕上当,2,-3,有儿女照顾，外人照顾不放心,2,-3,有儿女照顾,7
湖南,51,2,2,2,3,0,0,1,0,0,0,0,0,开销,1,0,0,0,0,0,0,0,0,0,2,-3,时间短,2,-3,没钱,2,-3,没钱,3
重庆,45,2,2,4,3,1,0,1,1,1,1,1,1,疾病 自理能力 居住环境,1,0,0,1,0,0,1,0,0,0,2,-3,不可靠,1,实惠可靠信任度高,-3,2,-3,钱太少,2
重庆,30,2,1,6,1,1,0,0,0,0,0,1,0,环境,0,0,0,0,0,0,0,0,1,0,2,-3,没钱,1,有保障,-3,2,-3,觉得不会有重大疾病,2
湖南,31,1,1,5,3,0,0,0,0,1,1,1,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,46,1,2,4,2,0,0,0,0,1,0,0,0,疾病,1,0,0,0,1,0,0,0,0,0,2,-3,不需要,2,-3,没必要,2,-3,太贵了,3
重庆,35,2,1,6,5,1,0,0,0,1,0,1,0,自理能力下降，因为身体素质不好,1,0,0,0,1,1,1,0,0,0,2,-3,不相信,1,安全,-3,2,-3,钱不够,2
湖南,36,1,1,2,1,0,1,1,1,1,1,1,0,收入,0,0,0,0,0,0,0,1,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,56,1,2,2,3,0,0,1,1,0,0,0,0,开销太低,0,0,0,1,1,0,0,0,0,0,1,安全性强,-3,1,安全性强,-3,2,-3,安全性不强,3
湖南,39,2,2,1,2,1,1,0,0,1,1,1,0,居住环境,1,1,1,0,1,0,0,0,0,0,1,价格合适,-3,1,不能太贵，条件好,-3,2,-3,太贵,3
湖南,43,1,2,1,2,1,0,0,1,0,0,0,0,自理,1,0,1,0,0,0,0,0,0,0,2,-3,时间短，没用,2,-3,不需要,2,-3,不需要，已有,7
湖南,32,1,1,5,3,1,0,0,0,1,1,1,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,46,1,4,1,2,0,1,0,1,0,0,0,0,家庭关系破裂,1,1,1,0,0,0,0,0,0,0,2,-3,未来一年我能够解决我自己的人身问题,2,-3,我能够承受我的后半生,2,-3,我可以,7
重庆,45,1,3,2,3,1,0,0,0,0,0,0,0,自身健康状况子女教育问题对自己理想不再执著，安于现状,0,0,0,0,0,0,0,0,1,0,1,能报销改年所产生的所有医疗费用 ，诚信可靠值得信赖,-3,2,-3,没考虑那么远,2,-3,没考虑那么远,5
湖南,38,1,3,5,3,0,1,1,0,0,0,0,0,开销,1,0,0,0,0,1,0,0,0,0,2,-3,不需要,2,-3,不用,2,-3,太贵了,2
湖南,36,2,3,4,2,0,1,0,0,0,1,1,0,没考虑,1,0,1,0,1,1,0,0,0,0,2,-3,没想法,2,-3,没想法,2,-3,没想法,1
湖南,53,1,2,4,2,0,0,1,0,1,0,0,0,收入太低,0,1,0,1,0,0,0,0,0,0,2,-3,安全性低,2,-3,安全性低,2,-3,安全性低,4
湖南,54,2,2,6,2,0,0,0,0,0,1,1,0,疾病,1,0,0,0,0,0,0,0,0,0,2,-3,感觉没用,2,-3,没用,2,-3,已经有这类保险了,6
湖南,31,1,1,2,1,0,0,0,1,1,1,1,0,疾病，失业,1,0,1,0,1,0,0,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,不需要,3
湖南,55,2,4,4,3,1,1,0,0,0,0,0,0,居住环境变差,0,1,0,0,0,1,1,0,0,0,1,给自己留条后路,-3,2,-3,我会生活的很好,1,为自己以后过得更好,-3,4
湖南,46,1,2,1,2,0,0,1,0,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,2,-3,没什么用处,2,-3,没钱,2,-3,没钱,5
湖南,40,1,2,3,2,1,0,0,0,0,0,0,0,疾病,1,0,0,0,1,0,0,0,0,0,2,-3,不想,2,-3,不需要,2,-3,价格高了,3
山东,35,1,4,6,2,1,0,0,0,0,0,0,0,疾病,0,1,1,0,1,0,0,0,0,0,1,可靠,-3,1,可靠,-3,1,可靠,-3,1
湖南,44,1,1,2,3,0,0,1,0,1,1,0,0,害怕失去自理能力,0,0,0,0,0,0,1,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,35,1,1,3,1,0,0,1,1,1,0,1,0,没需求,0,0,0,0,0,0,0,1,0,0,1,有必要,-3,1,只是想想,-3,1,有条件还是会买的,-3,4
湖南,52,2,1,2,2,0,0,0,0,1,0,0,0,开销，收入,1,0,0,0,0,0,0,0,0,0,2,-3,时间太短,2,-3,没钱,2,-3,没钱,3
湖南,45,1,2,4,2,1,0,0,0,0,0,0,0,居住环境,1,0,0,0,1,0,0,0,0,0,2,-3,不需要,2,-3,不想买,2,-3,没钱,3
湖南,35,1,4,5,1,0,1,0,0,0,1,1,0,。﹌,1,0,1,0,1,0,1,0,0,1,2,-3,。。,2,-3,。。,2,-3,不需要,3
吉林,35,1,1,1,1,0,1,0,0,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,1,便宜 有用,-3,1,便宜 有用,-3,1,便宜 有用,-3,2
湖南,35,1,5,1,2,1,0,1,1,0,0,0,0,收入开销居住环境,1,0,1,0,0,0,0,0,0,0,1,价格，服务,-3,1,价格，风险,-3,1,保障 服务,-3,3
湖南,35,1,1,2,3,0,0,0,0,0,1,0,0,害怕失去自理能力经济条件不好,1,1,0,0,0,0,1,0,0,0,2,-3,觉得没必要,2,-3,觉得没必要,2,-3,觉得没必要,3
重庆,55,1,2,3,1,0,0,0,1,0,1,1,0,自理或者活动能力下降,1,0,0,0,0,1,0,0,0,0,2,-3,没必要,2,-3,别人照顾不放心,2,-3,有儿女照顾,6
湖南,56,1,1,2,2,0,0,0,0,0,1,1,0,收入,1,0,0,0,0,0,0,0,0,0,2,-3,不会用到,2,-3,收入有限,2,-3,收入有限,1
湖南,49,1,3,2,2,0,1,0,1,0,0,0,0,生活不能自理,1,1,0,1,0,0,0,0,0,0,1,生病的服务会更好,-3,2,-3,我自己的资金可以够我的后半生,2,-3,我会照顾好资金,4
湖南,31,1,4,1,1,1,0,0,1,1,1,0,0,不需要,0,0,0,0,0,0,0,1,0,0,2,-3,还年轻,2,-3,不需要,2,-3,不需要,3
湖南,33,1,1,2,2,0,0,0,1,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,2,-3,不想买，没用,2,-3,浪费钱,2,-3,浪费钱,1
天津,58,2,2,1,1,0,0,1,0,0,0,0,0,收入,1,0,0,0,0,0,0,0,0,0,2,-3,收入,2,-3,费用,1,与,-3,1
湖南,58,1,1,6,3,1,1,0,0,1,1,1,0,疾病,0,0,0,0,1,1,1,0,0,0,1,老了,-3,1,老了,-3,1,会的,-3,1
湖南,49,1,1,1,3,1,1,0,1,1,1,0,0,担心身体健康,1,0,0,0,0,0,1,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
北京,35,2,3,3,2,0,1,0,0,0,0,0,0,知道了,0,0,1,0,0,0,0,0,0,0,1,嗯,-3,1,昂,-3,1,啊,-3,3
湖南,39,1,2,1,3,1,1,0,1,0,0,0,0,生活不能自理,0,1,1,0,1,0,0,0,0,0,2,-3,未来一年我可以照顾好自己,2,-3,时间太长，没钱投资,1,为自己留条后路,-3,3
湖南,42,1,1,4,1,1,1,1,1,1,1,1,0,疾病，失业,0,0,0,0,0,0,0,0,1,0,2,-3,。。,2,-3,。。。,2,-3,不想,1
山东,38,1,4,3,1,1,0,0,0,0,0,0,0,收入,1,0,1,0,0,0,0,0,0,0,1,钱多不多,-3,1,钱,-3,1,钱,-3,3
湖南,44,1,1,2,3,1,0,0,0,1,1,0,0,害怕失去自理能力经济条件不好,0,0,0,0,0,0,0,1,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
重庆,32,2,1,1,3,1,1,0,0,0,0,0,0,失业问题，失去自理能力,1,0,0,1,0,0,0,0,0,0,1,价格适合。对人民真的能起保险作用。,-3,2,-3,价格太高，买不起。模式不太喜欢。,1,不造,-3,3
湖南,32,2,1,4,1,1,0,0,0,1,1,1,0,失业，患病,1,0,1,0,1,0,1,0,0,0,1,有条件就买,-3,1,优惠多就买,-3,1,划得来，,-3,3
山东,42,2,1,4,3,1,0,0,1,1,1,0,0,成为子女的负担,0,0,0,0,1,0,1,0,0,0,1,信用高，报销程度高,-3,1,费用合理，护理服务及时且安全可靠,-3,1,费用合理,-3,2
湖南,40,2,2,4,3,1,1,0,1,0,0,0,0,家庭关系破裂,0,0,0,1,1,1,0,0,0,0,1,未来一年我可以,-3,2,-3,时间太长，没钱投资,2,-3,没钱,2
湖南,32,2,1,3,3,0,0,1,0,0,0,1,0,居住环境，收入，疾病,1,0,0,1,1,0,0,0,0,0,2,-3,是否正规,2,-3,没钱,2,-3,有医保就可以了,1
安徽,50,2,4,4,3,0,0,1,0,0,0,0,1,便宜 有用,0,1,0,0,0,0,0,0,0,0,1,便宜 有用,-3,1,便宜 有用,-3,1,便宜 有用,-3,2
湖南,44,2,2,2,3,1,0,0,0,0,0,0,0,担心身体不好,1,0,0,0,0,0,0,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,44,2,4,1,2,1,1,0,0,1,0,0,0,疾病缠身,1,1,0,0,0,1,0,0,0,0,1,生病后服务要更贴切,-3,2,-3,时间太长，没钱投资,2,-3,没钱,4
山东,48,1,5,4,2,1,1,0,1,1,1,1,0,家庭关系、疾病、自理或活动能力下降,0,1,1,0,1,1,0,0,0,0,1,重大疾病、意外伤害、车祸,-3,2,-3,没考虑，未来太远,2,-3,得了病要钱没用，单位社会保险可以解决,4
河北,40,2,1,1,2,0,0,1,0,0,0,0,0,收入  开销,0,0,1,0,0,0,0,0,0,0,1,收入  开销,-3,2,-3,收入  开销,1,收入  开销,-3,6
湖南,32,1,1,1,2,0,0,0,0,0,0,1,0,环境越来越差,1,0,0,0,0,0,0,0,0,0,1,有保障,-3,2,-3,不需要,1,有保障，无担忧,-3,3
河南,32,2,3,2,1,1,0,0,1,1,1,1,0,生活自理能力下降,1,0,0,0,0,0,0,0,0,0,1,一定要有信誉度,-3,1,价格合理 信誉度有保证,-3,2,-3,价格太贵,1
山东,33,2,1,1,1,0,1,0,0,0,0,0,0,居住环境污染问题，患有严重疾病，自理能力下降,1,1,0,1,0,0,0,0,0,0,1,保额合适，上门服务,-3,1,保额合适，上门服务,-3,2,-3,患病风险不大,3
山东,46,2,4,4,1,1,1,0,0,0,0,0,0,疾病，自理,1,1,1,0,0,0,0,0,0,0,1,保本,-3,1,保本,-3,1,保本,-3,3
山东,33,2,2,1,1,0,0,1,0,0,0,0,0,开销,0,0,0,0,1,0,0,0,0,0,1,开销,-3,1,开销,-3,1,开销,-3,3
湖南,36,2,2,3,2,0,0,0,0,1,1,1,0,家庭关系和睦,1,0,0,0,0,0,0,0,0,0,1,有保障,-3,1,有保障,-3,1,有保障,-3,4
湖南,56,1,1,7,3,1,1,0,1,0,0,0,0,身体健康,0,0,0,1,0,0,0,0,0,0,1,有保障,-3,1,有保障,-3,1,有保障,-3,2
福建,36,1,2,5,3,0,1,0,0,0,0,1,0,收入,0,0,1,0,0,0,0,0,0,0,1,便宜,-3,1,便宜,-3,2,-3,便宜,3
山东,39,1,1,2,2,0,1,0,0,0,0,0,0,年老以后家庭经济困难,1,0,0,0,0,1,0,0,0,0,2,-3,太短,1,保险金额和保险年限,-3,1,1.都提供体检次数2.加强疾病范围,-3,2
山东,46,2,1,5,4,1,1,0,0,0,1,0,0,收入，疾病,1,0,0,1,0,1,0,0,0,0,2,-3,没必要,1,服务好,-3,2,-3,费用高,1
湖南,40,2,2,4,1,0,0,0,0,0,1,1,0,心理情绪,1,0,0,0,0,0,0,0,0,0,2,-3,暂不需要,2,-3,暂不需要,2,-3,暂不需要,3
山东,53,1,2,2,3,1,1,0,0,0,1,0,0,疾病,1,0,0,1,0,0,0,0,0,0,1,服务好,-3,1,方面涉及广,-3,2,-3,费用太高,1
湖南,30,2,2,4,1,0,0,1,0,0,1,1,0,收入,0,0,0,0,0,0,0,0,1,0,2,-3,暂不考虑,2,-3,暂不考虑,2,-3,暂不考虑,2
湖南,31,1,3,2,1,0,0,1,0,0,0,0,0,没什么问题,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,1,便宜   好用,-3,1,便宜   还是便宜,-3,1
吉林,55,2,2,6,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-3,2,-3,1,2,-3,2,5
山东,36,2,4,5,1,0,0,0,0,1,1,1,0,居住环境,0,0,0,0,0,1,1,0,0,0,1,保本,-3,1,保本,-3,1,保本,-3,3
湖南,50,1,1,2,2,1,1,1,0,0,0,0,0,收入,0,0,0,1,0,0,0,0,0,0,1,保障,-3,1,保障,-3,1,保障,-3,3
天津,35,1,2,2,2,0,1,0,0,0,0,0,1,没问题,0,1,0,0,0,0,0,0,0,0,1,便宜,-3,1,便宜 便宜,-3,1,便宜 便宜,-3,3
